regime,regime_name,stay_probability,expected_duration_days
0,R0_calm_bull,0.9720443470459464,35.77094055515525
1,R1_steady_risk_on,0.9535264810858608,21.51763032723046
2,R2_risk_on_chop,0.9642762081931499,27.99254920661157
3,R3_high_vol_bear,0.9586135709667237,24.162509869985684
