regime,regime_name,count,pct_obs,spy_mean_daily_return,spy_conditional_annualized_return,spy_annualized_vol,spy_hit_rate,avg_spy_drawdown,mean_vix,mean_spy_rv_20d,PC1_mean,PC2_mean,PC3_mean,stress_score,avg_max_state_probability,avg_state_probability_entropy
0,R0_calm_bull,1556,0.29160419790104947,0.0007853635075730247,0.21885464707249017,0.07925268218925667,0.577120822622108,-0.02724122132866189,12.435424169108924,0.08330862177477459,0.054272224248378756,-0.015667262213271825,-0.0036231335574962702,-0.9291538246531431,0.9809450426727838,0.03359486602102316
1,R1_steady_risk_on,1708,0.32008995502248877,0.0008577236846523518,0.24128405062961558,0.11777820484209078,0.5708430913348946,-0.04350567443950562,16.34591920426076,0.12135219664081304,0.05917877139937024,0.01582031068423977,0.01150293729936461,-0.7074495276681652,0.9680015991316175,0.055769811933344314
2,R2_risk_on_chop,1507,0.28242128935532235,2.2869086965436525e-05,0.005779648003398531,0.187159212648436,0.5215660252156602,-0.11190932633174669,22.592448566160854,0.18538975628908128,-0.05721480452982153,0.023650204933950383,-0.01888443261213531,0.023679890194776912,0.9735866877211534,0.04604203288941838
3,R3_high_vol_bear,565,0.10588455772113943,-0.0009592435180517896,-0.21473133123333238,0.43495195786373325,0.5008849557522124,-0.2410864301452194,37.384920388618404,0.3879063782854046,-0.16874409003162016,-0.06418633856109113,0.013397085160540237,1.6129234621265316,0.9756373271233307,0.038859743839367265
