window,label,regime,regime_name,count,pct_window
covid_2020,COVID Crash,1,R1_steady_risk_on,3,0.125
covid_2020,COVID Crash,2,R2_risk_on_chop,3,0.125
covid_2020,COVID Crash,3,R3_macro_stress,18,0.75
rates_2022,Rates / Inflation Bear Market,1,R1_steady_risk_on,10,0.05102040816326531
rates_2022,Rates / Inflation Bear Market,2,R2_risk_on_chop,122,0.6224489795918368
rates_2022,Rates / Inflation Bear Market,3,R3_macro_stress,64,0.32653061224489793
