regime,regime_name,count,pct_obs,spy_mean_daily_return,spy_conditional_annualized_return,spy_annualized_vol,spy_hit_rate,avg_spy_drawdown,mean_vix,mean_spy_rv_20d,PC1_mean,PC2_mean,PC3_mean,stress_score
0,R0_calm_bull,2840,0.5322338830584707,0.002344378595060988,0.8054022243867798,0.1044173188332569,0.6281690140845071,-0.04408524836223035,15.341158455190524,0.11404878058532868,0.2022590487478037,0.30607938278165975,0.27672616565661295,-0.8128644911957581
1,R1_cross_asset_risk_on,1559,0.2921664167916042,0.002658670696466393,0.9542080376048305,0.15223018595849938,0.6042334830019244,-0.07629412549056186,19.0399102075808,0.1518624215771047,0.5260312333200557,-0.7078193630493853,-0.6403074965669405,-0.6175543357777534
2,R2_volatile_bear,749,0.14036731634182908,-0.012228103194547278,-0.9541088047541689,0.19940403996041034,0.14285714285714285,-0.1508274614651911,26.75297727826759,0.22078927485628538,-1.9491050307431084,0.33080625423689064,0.26928628455162773,0.21849187240277934
3,R3_high_vol_rebound,188,0.03523238380809595,0.002848166300420715,1.0497911454789906,0.5733369979342939,0.5797872340425532,-0.34277555594742787,48.657234090439815,0.5820426320987213,0.3688461596976278,-0.06133264008550789,0.020008424547757437,1.2119269545707319
